Text,Prediction,Ground Truth
"[Federal Reserve cuts its outlook for U.S. economy; stocks plunge] .  of U.S. investors and business leaders and caused the Dow to shed more .  As stocks drop, Trump fears he's losing his best argument for reelection",-1,-1
"U.S. stock markets suffered their steepest Christmas Eve decline in decades Monday, .  Investors have been shaken by recent economic and political .  had ample credit to extend to American businesses and households. Markets stage one of worst Christmas Eves ever, closing down more . ",-1,-1
"[As stocks tumble, U.S. wonders: Is this economy as good as it gets?] .  The Standard & Poor's 500-stock index was off 3 percent Wednesday. Dow plunges more than 600 points in another day of losses, officially . ",-1,-1
"US stocks suffered one of the worst weekly falls in a decade as trade .  The Fed also cut its forecasts for economic growth in 2019 to 2.3%, .  US stocks suffer worst week in a decade",-1,-1
October's stock skid deepened losses Friday on a global sell-off in .  China that made investors think the global economy may have reached its growth limit. .  Business capital expenditures are a big contributor to growth and .  US stocks skid deeper on tech sell-off,-1,-1
"Stocks on Wall Street dropped again Friday, pushing the S&P 500 into .  the chief financial officer of Huawei and a daughter of the company's .  Stocks Fall Back Into Negative Territory for 2018 as Economic . ",-1,-1
U.S. stocks slipped Tuesday as global growth worries were .  during an appearance on Fox Business Network with anchor Maria Bartiromo. Stocks slide on renewed fears of a global economic slowdown,-1,-1
Stocks fell around the world after the arrest of a top Chinese technology .  increasingly see as a threat to financial markets and the economy. Whiplash on Wall Street as Tension About Global Economy Mounts,-1,-1
"U.S. stocks shuddered on Tuesday as earnings reports from two industrial .  told shareholders its business growth could slow and warned its dealers .  [As stocks tumble, U.S. wonders: Is this economy as good as it gets?]. US stocks rattled as two industrial giants warn of trouble",-1,-1
"The S&P 500-stock index fell 1.9 percent, the tech-heavy Nasdaq .  that the company had kept the presence of carcinogenic asbestos in its .  Wall Street Is Battered by Worsening Economic Outlook in China",-1,-1
"By Rich Barbieri and Nathaniel Meyersohn, CNN Business . . Trump administration sent out confusing signals about markets and the economy. Confusing signals from Washington send markets plunging",-1,-1
By Mark Zandi for CNN Business Perspectives .  way out of the conflict with China as the damage to the stock market and economy mounts. Trump's misplaced economic policies could sink the US economy next . ,-1,-1
"Stocks steered lower after a disappointing manufacturing report from the .  China's weakening economy gives President Trump the upper hand in .  as the most valuable company, with a market capitalization of $780 billion. Apple's slowdown in China ripples through global financial markets",-1,-1
"Stocks sank on Tuesday, as President Trump threatened China with further tariffs, just .  strategist at the brokerage firm William O'Neil & Company. .  The economy is on pace for its best year since 2005, unemployment is near .  Trump Warns China That He's 'Tariff Man,' Spooking Stock Investors",-1,-1
"U.S. stock markets eked out a small win Monday after posting big, early losses after .  Soft trade could signal weaker global economic growth. Dow, buoyed by tech stocks, climbs back from big loss",-1,1
"The rally continued in Asia, led by Japan, where stocks on Thursday .  to climb thanks to the underlying strength of the American economy. Stocks Bounce Back From Edge of Bear Market",1,1
"""U.S. economic growth has sharply decelerated since early December. In the current macro environment, we recommend investors own stocks .  Goldman says the US economy has 'sharply decelerated' but these . ",-1,-1
"And given the chip industry's status as one of the anchors of business investment in the economy, is the string of weak news a sign the country .  Here's why the slump in semiconductor stocks may be a sign the US . ",-1,-1
"The Standard & Poor's 500-stock index was off 2 percent. .  in future order rates could call into question if we are peaking in economic growth, .  US stocks skid again on renewed fears that tech sector has run out of . ",-1,-1
"Hong Kong and China stocks shot up Tuesday, after the Chinese .  and small enterprises amid a slowing economy and the US-China trade war. .  Geely Automobile, whose parent company also owns Sweden's Volvo Cars, .  Hong Kong and China stocks shoot up after Beijing vows tax cuts to . ",1,1
"“This is the kind of response you see in financial markets when the real economy, profits, wages and growth, becomes more uncertain,” said .  Embattled tech stocks drag down rest of market in late-day plunge",-1,-1
"HÀ NỘI — The global rubber price has increased sharply in recent weeks, benefiting the share prices of Vietnamese producers on the stock .  Rubber stocks rise on global prices",1,1
Stocks fell sharply on Tuesday in the biggest decline since the .  about a bond-market phenomenon signaling a possible economic slowdown. Dow plunges nearly 800 points on rising fears of an economic slowdown,-1,-1
Stock Indexes Fell on the Fed's View on the Economy. .  while growth of business fixed investment has moderated from its rapid pace earlier in .  Stock Indexes Fell on the Fed's View on the Economy. Here's Why,-1,-1
"Stock markets in the region suffered. .  With business conditions expected to get worse before they get better, China is expected to roll .  “This data confirms our view that the economy is weak and that stimulus needs to arrive .  Markets dive as China manufacturing weakens in bleak start to 2019",-1,-1
"Bank stocks reacted positively on Tuesday, led by Morgan Stanley, up nearly 6 .  Goldman is drumming up business with new companies and .  Bank execs tell a good economic story and investors are finally . ",1,1
"The stock market's gains for 2018 were erased on Tuesday, as a sell-off .  [Read how the stock market's slide is flashing warning signs about the economy.] .  It's a Sunday newsletter with essential business insights that'll prep .  Stocks Fall, Wiping Out Gains for 2018",-1,-1
Wall Street's roller-coaster ride extended into Thursday with stocks staging a .  They are trying to assess the prospects for economic growth and .  Stocks Rise as Wall St.'s Roller Coaster Stages Late-Day Rally,-1,1
"China, the world's second biggest economy, is showing slower growth. .  and pro-business policies pursued by the current GOP leadership. Here's why the stock market is falling and now down for the year",-1,-1
"If you're going to worry about the economy, tumbling stocks are the least .  business network CNBC, proclaimed, “There's no recession coming. Is a Recession Coming?",-1,1
CVS Health Corp. shares fell after revenue of $54.42 billion was short of expectations and the company's adjusted earnings per share for fiscal .  Stocks post modest gain as Fed signals economic growth worries,-1,-1
"Longer term, rebuilding and postponed business activity will make up much of the .  and the capital stock that emerges will prove more economically useful and . Morici: Economic Impact of Hurricane Irene",1,-1
"That's about as much as the company bought in the first half of the year. .  worried his new purchases will be caught up in a 'double-dip' for the U.S. economy. Warren Buffett Buying Stock Bargains with US Recession 'Very, Very .",-1,-1
The silence left potential buyers and sellers of Fantom stock in the dark about the business — and at heightened risk of making bad investment decisions. Zombie stocks: Trading often goes on after companies stop filing SEC .,-1,-1
"The classic microcap scams involve efforts to hype the value of a company's stock by spreading false or misleading information via spam, online chat groups or . SEC ups efforts to combat manipulations of 'microcap' stocks",-1,1
"Day after day, stocks swing sharply by hundreds of points. .  where the economy is heading — and canny investors could profit from the big swings, or simply sit . Market Swings Are Becoming New Standard",-1,1
"Special perks, ranging from the use of the company jet and free financial planning .  But now that the stock market and economy are less fragile, companies are . CEO pay rockets as economy, stocks recover",-1,1
"It's time for investors such as pension funds to reconnect with businesses in a .  the cost of that equity to enterprise thereby increasing economic growth and, . Six reasons why our stock markets are no longer fit for purpose",1,-1
"When Rep. Alan Grayson's telecom company went public in the 1990s, he cashed out with millions, sunk his money into the stock market and built the fortune . Congressman, 121 others lose money in Virginian's 'stock loan' scam",-1,-1
"Although all these trends would appear to bode poorly for stocks, on the theory that a weak economy reduces investor appetite for risk, there's a problem with . The Economy and Stocks: A Big Disconnect",-1,-1
I don't blame investors for thinking there must be a way to get in on something big. People are trying to make money any way they can in a stock market where . Risky business: Buying shares in a bankrupt company,-1,1
"In the report, Credit Suisse analysts pick their seven favorite stocks in the sector. .  however its valuation multiple is cheap, its discrete automation business is . CREDIT SUISSE: These 7 Stocks Will Rise With The Machines",1,1
There are clear similarities between the approach many businesses take towards .  we invest in do not simply exist in isolation on a stock exchange somewhere. Economic growth at risk when natural assets are degraded or depleted,-1,-1
"Japanese stock markets fell more than six percent Monday as the country's .  the Bank of Japan's vow to keep the economy--the third-largest in the world--on track. .  of plants and businesses in the more heavily industrialized Tohoku region. US stocks down, world markets flat after Japanese stocks plummet",-1,-1
The stock market resumed its free fall Monday on mounting fears about the stalling economy and worries that the government had few options to increase . . nearing a double-dip recession as everyone from consumers to businesses retrench. Stocks Suffer Sharpest Drop Since 2008,-1,-1
Nor is there any empirical evidence that it makes the economy or the society better .  executives that are tied to the short-term performance of the company stock. Businesses' focus on maximizing shareholder value has numerous costs,1,1
"Philippine stocks down over reports of weak US economy .  percent), holding firm JG Summit (1.60 percent), and construction company DMCI (1.33 percent). Philippine stocks down over reports of weak US economy",-1,-1
"Wall Street Baffled by Slowing Economy, Low Yields: Trader .  Stocks extended losses after the manufacturing fell below expectations in May and the private . Wall Street Baffled by Slowing Economy, Low Yields: Trader",-1,-1
They have found that equity risk premiums tend to be higher at business cycle troughs than at peaks. Many economic variables that predict excess returns are . The Price of Stock and Bond Risk in Recoveries,1,1
"Indeed, if there is a relationship, it is that economic growth and stock market returns .  Paul Marsh and Mike Staunton of the London Business School of 19 major . Rising GDP not always a boon for equities",1,1
"BEIJING — China is trying hard to revive interest in its ailing stock market, but some .  Interest from collectors like Kou has made walnuts big business for merchants like .  said Mark Williams, an economist with Capital Economics in London. Chinese turn backs on stock market, invest in walnuts instead",1,1
"PRINCETON, NJ -- Even as stocks have returned to lofty heights from their March 2009 lows, the percentage of Americans saying they hold individual stocks, . In US, 54% Have Stock Market Investments, Lowest Since 1999",-1,-1
".  Parker writes a check on his account to pay for a new window for his shop (it was broken by someone who wanted to stimulate the local economy, of course.) . Basics of Banking: Loans Create a Lot More Than Deposits",-1,-1
"“Businesses have held back so far, but will begin to get on board. .  In May and June, stocks fell after Mr. Bernanke seemed to suggest the tapering could begin . Economic Slowdown Is Expected, but It's Seen as Fleeting",-1,-1
"By 1979, an investor who bought stocks in 1964, when the market seemed to be a .  There is a fear that the American economy is in decline and that this country . A Historical Cycle Bodes Ill for the Markets",-1,-1
"US stocks rise: Less on Fed chatter, more on economy .  it had fired executive chairman George Zimmer, the company's founder and star of its TV commercials, . US stocks rise: Less on Fed chatter, more on economy",-1,1
"Bad for the economy, bad for business, and surprisingly unfavorable to investors. .  Shareholders in large, publicly traded firms got their stock by buying it from . Dividends Are Evil",-1,-1
Global warming's economic tax hits restaurant stocks. The most visible evidence of how global warming could impact a company's stock price occurred on July . How Global Warming Is Impacting Stock Prices,-1,-1
"How would you like to go into the insurance business, collecting premiums for .  The product in question is crash insurance, which pays out if stocks take a dive. .  European banks are falling apart, our own economy remains sickly, and . Be Like Warren Buffett: Sell Put Options",-1,-1
Conventional wisdom has it that paying company bosses with a lot of stock and options aligns their interests with those of shareholders. But a working paper . Giving a CEO too many stock options can make a company perform .,-1,1
If you needed a sign that the global economy is not going along with the program .  The company's shares are down eight percent as earnings fell short for the . Oracle Becomes Bellwether of Rough Global Economy,-1,-1
"Stocks: South Sea Company, British East India Company, Dutch East India .  more likely in an economic crisis, and this can accentuate the economy's problems. What Is A Bubble?",-1,-1
"Blue chip stocks, named after the highest-valued chips in poker, are prized investment .  representing ownership in some the most successful firms in the economy. .  Blue chips are supported by proven business models, slow but consistent . Banking On Blue Chip Stocks",1,1
"The biggest earthquake on record to hit Japan in 140 years sent stock .  and former director of the White House National Economic Council, told CNBC. .  Air Transport Association), companies saw about $1.7 billion of business lost from the . How Recent Disasters Affected Markets and Economies",-1,-1
"(CNN) -- Stocks on key Asian exchanges dropped modestly early Monday on what is .  financial stability and economic growth,"" G7 finance ministers and central . Asian stocks dip after US credit downgrade",-1,-1
The slow level of employment growth is not a sign of a stagnant economy. It is the result of .  The stock's valuation is writing checks the company can't cash. You Can Make Plenty Of Money In A Slow-Growth Economy,-1,1
"Most local stocks closed higher Friday, allowing the main-share index to climb back to 4,300 as investors found relief in fresh signs of an improving American . Stocks end higher as US economy continues to improve",1,1
"A sell-off in stocks accelerated Monday afternoon following the news of explosions .  The Chinese economy grew 7.7% in the first quarter, compared with a year earlier. . . The indexes for general business conditions and new orders remained . Dow falls more than 200 points after Boston explosions",-1,-1
The other half of the economy is represented through private businesses. This means the stock market in its entirety is an incomplete reflection of economic . The Total Economy Portfolio,-1,-1
"A slower period for the economy may be a serious headwind for stocks. .  The company indicated same-store sales would be down in high single digits, but . Economic Slowdown: How Serious for Stocks?",-1,-1
"Last week, the Dow Jones hit a record high — at least if you didn't adjust for inflation. So who actually benefits from a booming stock market? In one sense, lots . Graph of the day: Who benefits from a stock-market boom?",1,1
"They also tend to favor small-capitalization stocks, which have historically beaten the .  Three economists, Luigi Guiso of the Einaudi Institute for Economics and . What High-IQ Investors Do Differently",-1,1
"European and US stock markets have suffered more large falls, led by steep declines .  Mr Berlusconi and economy minister Giulio Tremonti met business and . Stock markets fall again as bank shares tumble",-1,-1
IF investor behavior foreshadows what's in store for the economy several months .  Businesses that stand to thrive during inflationary periods are those that have . Picking Stocks to Keep Ahead of Inflation,1,1
"The rates on capital gains — which include profits from the sale of stocks, bonds .  rate say it spurs more investment in the U.S. economy, benefiting all Americans. . . taxes across the board for workers, small-business people and job creators,” . Capital gains tax rates benefiting wealthy are protected by both parties",1,1
"It does business only with current and former members of the military and their .  Fellow at the Peterson Institute for International Economics in Washington, . In the Era of Greed, Meet America's Good Bank: USAA",1,1
"The stock market rally that began last summer was fueled by the Fed's efforts which improved U.S. .  ""A stronger economy helps smaller businesses,"" he said. Bernanke: Fed's actions led to stock rally",1,1
"Stock markets across the globe have been on the upswing over the past few months .  Meanwhile, there are now hopes of a recovery in the Japanese economy, . Q&A: What is driving the global stock market rally?",1,1
South Korea's economy and its stock market are dominated by dozens of financially .  These conglomerates are complex businesses that often have circular . Complex Mega-Companies Dominate South Korea's Stock Market,-1,1
Anything that makes people more anxious and uncertain about the future has a negative effect on business and on stocks. The bombing occurred shortly before . What the Boston Bombing Means for the Economy and the Stock Market,-1,-1
"If stocks continue to appreciate at a 3% higher rate than the economy itself, then stockholders will command not only a disproportionate share of wealth but . Come On, Bill Gross! Please Stop Insulting People And Fix Your Mistake!",1,-1
Related: CFO suicide note mentions company's ex-chairman .  The results are consistent with previous research that shows economic downturns and rises in . Financial crisis caused 5000 suicides,-1,-1
"As its parent company commands, Converse is just doing it. The 105-year-old brand has grown at breakneck pace since Nike rescued the company in 2003, two . How Converse went from bankruptcy to a $1.4 billion business",1,1
The AP said its Twitter account was hacked and stocks quickly bounced back. .  Eyes on the economy: Earnings have been in focus this week as investors grasp . Stocks rebound after fake tweet spooks investors,-1,1
"On a personal level, company executives worry about stock price, because .  short sellers destroyed a perfectly good company or did the economy a favor by . Why does a company care if its stock loses value?",-1,-1
"The economic news continued to be mostly glum with new home sales declining, the Richmond Fed .  The Business and Financial News Week Ahead: This is a . Bear Flag: Will Stock Markets Panic?",-1,-1
"A popular one is whether aging baby boomers will tank the stock market. .  Many of the economic models that show decreased demand resulting in lower stock .  prices is as reflecting the discounted value of future cash flows of a company, . THE BIG QUESTION: Are Retiring Baby Boomers About To Crash The .",-1,-1
"Just like the world's mania for tech stocks in the 1990s, this boom is headed for a .  on businesses and consumers and act as a profound drag on the economy. The Next Global Crash: Why You Should Fear the Commodities Bubble",-1,-1
"Or 2) It's a sign of a strengthening economy, which means inflation will pick up and .  latter view, and they believe rising rates are probably good news for stocks. No, Surging Interest Rates Are Not A Disaster For Stocks",1,1
Capital has moved into every economy and every sector with signs of stability and .  Snapbacks in the rupee coincide roughly with stock market recoveries. Correlation between currency and stocks,1,1
"""Surprisingly, despite the challenges facing the economy, the stock market has .  External auditors noted that the company's ""going concern"" status was in . Zimbabwe Stock Exchange exposes distressed industry",1,-1
"The jeans may be skinny. But the returns on the shares have been fat. Share prices of Fast Retailing, the Japanese retail giant that owns global fast-fashion . Uniqlo and Theory's parent company has a stock price that is going nuts",-1,1
"That's seven times the growth rate of the U.S. economy. .  for their livelihood (such as workers at retailer GameStop or rent-by-mail company GameFly), and the . Video Games Impact the Economy More Than You Think",-1,1
The sullen mood of the investors was evident as all the 20 stocks forming the CNX .  was that it was mainly a trading company without any large physical asset. Disinvestment effect on PSU stocks: Should investors stay put?,-1,-1
"The pervasive U.S. economic recession with bank failures that came to be .  The Asian economic crisis, currency devaluation and speculation in stock and . Look How Skyscrapers Have Predicted Recession Through History",-1,-1
"(More:How to Get a Piece of Mexican Stocks). As a result, Mexico has grown to be the 13th largest economy in the world — $2.4 trillion — and the 11th in .  to Mexico and currently chairman of Vianovo Ventures, a business development firm. Mexico: Surprising Land Of Opportunity",1,1
"China's business landscape has also undergone a transformation. .  productivity growth — the ability to get greater output from existing labor and capital stocks. China's Economy, in Six Charts",1,1
"Green Bay Packers stock is still selling like hotcakes. .  going back to the origins of American football, the team operates as a publicly held nonprofit company. Are the Green Bay Packers the Worst Stock in America?",-1,1
"The U.S. economy, as I wrote yesterday, seems to be holding up well despite the .  such as higher stock prices leading businesses to become more confident . The Fed's been keeping the economy afloat. That's the problem.",1,1
"Not only did the economy barely add any jobs in June, but also previously optimistic figures were revised downward. Although there is virtually no company that . How US Unemployment Numbers Affect These 10 Stocks",-1,-1
"World stock markets have rounded off a wild and difficult year. .  spark to 2011 has been the resilience of the US, given the weak global economic backdrop."". World stock markets end a tumultous year well down",1,-1
"Renewed economic uncertainty is testing Americans' generation-long love affair .  first seven months of this year, according to the Investment Company Institute, . In Striking Shift, Small Investors Flee Stock Market",-1,-1
The stock market in particular is at risk of hitting a major breakpoint. .  an implosion of the whole stock market structure or the global economy itself. .  it through a breakpoint; the survival rate is even worse for new businesses and technologies. Will the Internet Destroy the Stock Market?,-1,-1
"Falling stock prices are a signal of falling confidence in the economy, and when investors pull money out of stocks, they seek safer asset classes such as bonds. Ask The Expert: When Stock Prices Crash, Do Bond Prices Always Go .",-1,-1
".  fraud for illegally using inside information to trade in stocks such as Goldman .  Rajaratnam's crimes “reflect a virus in our business culture that needs to be .  That might be because the economic impact of insider trading is more diffuse and . Raj Rajaratnam, hedge fund billionaire, gets 11-year sentence for .",-1,-1
"Ford Motor Co. and Caterpillar Inc. slumped at least 8.3 percent, pacing losses in stocks most-tied to the economy. Chevron Corp. dropped 7.5 percent as oil slid . S&P 500 Extends Worst Slump Since 2008 Bear Market on Downgrade",-1,-1
"Others bought stocks in financial firms that would later be saved by the federal .  in which Paulson and Bernanke warned of the coming economic cataclysm, .  Hathaway stock in the days before the Warren Buffett-run holding company bought . FULL DETAILS: How Congress Insider Traders Abused The Public's .",-1,-1
"Consumers and businesses delay buying expensive items like homes or cars because they believe these .  As a result, spending and economic growth slows. Investment Strategy for 'Reflation': Gold, Oil, Stocks and Bonds",-1,-1
"The value of all U.S. stocks had dropped from a peak of $22 trillion to $9 trillion, .  Now we have to price in ongoing businesses,"" and investors are not giving corporate .  ""Do we have a massive slowdown in the economy when the cover of the . Tracking the Dow One Year After Rock Bottom",-1,-1
There's been a lot of talk about the Federal Reserve rigging the stock market. .  about $4 billion in newly created money every business day for various types of .  the underlying economy and markets that normally would depress stock prices. How The Fed Is Helping To Rig The Stock Market,-1,1
"Mr. Panarin posits, in brief, that mass immigration, economic decline, and moral degradation will trigger a civil war next fall and the collapse of the dollar. Around . How to Read Financial News",-1,-1
"Just as in the 2008 financial crisis, businesses would quit hiring amid the uncertainty. .  A slew of other events would slam the economy: A drop in stock market . What's the worst that could happen? 7 debt-default doomsday scenarios",-1,-1
"The major indexes rallied on Wednesday, buoyed by several economic reports that .  The Standard & Poor's 500-stock index rose 17.62 points, or 1.49 percent, . Positive Economic Reports Push Dow Up 150 Points",1,1
"Nonetheless, Cuba is taking steps to lure foreign business and liberalize its economy. A law passed in 2014 included measures to encourage more foreign . 7 Stocks to Profit From Cuba's Coming Boom",1,1
"The company known by Trump's initials, DJT, crumbled into a penny stock and filed . . An improving national economy and an upturn in Atlantic City gambling . As its stock collapsed, Trump's firm gave him huge bonuses and paid .",1,1
"The Dallas Mavericks owner, who's been a staunch Trump opponent throughout this election cycle, took it up a notch on Tuesday, telling Fox Business host Neil . Mark Cuban Predicts a Stock Market Crash if Trump Wins the White .",-1,-1
"As stock prices started tumbling in the first trading days of the year, many Wall .  chief executive of BlackRock, the world's largest money management company. Stock Market Ends Sharply Lower as Worries About Economy Surface",-1,-1
"European stocks took a tumble on Friday, indicating that hardly anyone had penciled in a pro-Brexit vote, with markets sharply up on the previous trading day. Stock markets plummet following Brexit",-1,-1
"But Sløk goes further to say that the negative impact on the economy — which .  In other words, the stock market is not the economy, and if you're selling stocks . If you're selling stocks because of oil, the worst is probably over",-1,1
"""Many did think Eicher was going out of business,"" recalls Lal. ""Motorcycles .  Eicher Motors' stock prices have shot up from Rs 224 in 2006 to Rs 15,612 now. Meet Siddhartha Lal, the man who turned around Royal Enfield into .",1,1
"Chinese stocks have plunged for a second day after worries over China's slowing .  For a government whose legitimacy rests on economic competence, and . Chinese stocks tumble for a second day after global fall",-1,-1
So at least part of the solution to our current epidemic of business disinvestment must be to discourage this sort of stock manipulation by going back to the . Stock Buybacks Are Killing the American Economy,-1,-1
"They see limited risk to China's real economy from the stock market turmoil and little to .  Nick Dixon, an investment director at the asset management company . Why is China's stock market falling and how might it affect the global .",-1,-1
"Global stock markets tumbled in August and earlier in September due to concerns of a slowdown in China, the world's second largest economy. Investors are . US stock markets fall due to renewed concerns about the Chinese .",-1,-1
China's economy is at risk of catching a nasty flu -- and infecting the rest of the world in .  American business hit: Pockets of the U.S. stock market are exposed to . China's economy is getting sick. Will it infect America?,-1,-1
The past six months have seen a record number of businesses listed on the .  Stocks were looking wildly overvalued at a time when the Chinese economy was . Why is China's stock market in crisis?,-1,-1
"The idea behind the company is simple: Provide a venue for investors who want to buy or sell stocks where sophisticated high-frequency traders, who can make . This start-up is promising a revolution, and Wall Street is pushing back",1,1
"“I want to make some money from the stock market and use the profits to restart my manufacturing business later, when the economy turns for the better.”. Chinese Firms Put Cash to Work in Stocks",1,1
"In Japan, where petrol demand is waning because of the stalling economy, .  that as a result producers were ""pursuing business opportunities overseas"". Next oil downturn? Gasoline margins in Singapore halved as stocks .",-1,-1
"“Over recent years, equity prices have been a fairly reliable and timely guide to the performance of the real economy,” said experts at Capital Economics. Stock markets hit by global rout raising fears for financial sector",-1,-1
The central bank's action followed a global stock market rout in which China led the .  “But fundamentally the overall stability of the Chinese economy has not . China Again Cuts Interest Rates as Concerns Mount Over Economy,-1,-1
"Demain, 38, is willing to hold stocks for 10 years or more, and the fund's annual .  Your average large-cap company is tied to the broader macro economy. 5 Stocks Growing Steadily Despite a Weak Economy",1,1
“There is one and only one social responsibility of business — to use its resources and engage in .  The stock market soared twelvefold in the '80s and '90s. How shareholders jumped to first in line for profits,1,1
"Optimism on economy, stocks surges since Trump election: CNBC survey .  from two priorities he has discussed at length, business tax cuts and deregulation. Optimism on economy, stocks surges since Trump election: CNBC .",1,1
"Later that year, the company would lay off thousands of workers. .  community,"" said Richard Sylla, an economic historian at NYU's Stern School of Business. .  They can then grow by reinvesting their own profits, and issue stocks and bonds, . IBM: when corporations took care of their employees",-1,1
MORGAN STANLEY: Here Are 42 Stocks That'll Thrive Even If The Economy Gets .  companies they believe will grow irrespective of fluctuations in the business . MORGAN STANLEY: Here Are 42 Stocks That'll Thrive Even If The .,1,1
Investors cheer as presumptive president Rodrigo Duterte bares more details of his 'pro-business' economic plans and possible Cabinet members . Philippine stocks highest in 9 months after 'peaceful' elections,1,1
"On the surface, almost nothing happened in U.S. stock and bond markets last .  which I got from AJO, a Philadelphia money-management company, you see all . In a drab year for stocks, the fantastic FANG Four made all the difference",-1,1
"But one under-appreciated factor is a pervasive business model that encourages .  and for our broader economy,” Fink wrote, adding that favoring shareholders . Opinion: How the stock market destroyed the middle class",1,-1
"She blames summer holidays for the way stock market bubbles burst so frequently as .  that the small economic clouds they had been able to shrug off in midsummer are still there, and .  This open outcry trading was a very physical business. Why stock market crashes happen in the autumn",-1,-1
"Stocks slumped on Wall Street, after markets in Europe were buffeted by .  of the research firm High Frequency Economics in Valhalla, N.Y., said the real test . Greece's Debt Crisis Sends Stocks Falling Around the Globe",-1,-1
"NEW DELHI: Agriculture happens to be the engine of India's economic growth and .  trend setback for most of the agricultural-based stocks and once the fear subsides, they . . Above 25% of total revenue comes from this segment of business. Top 10 agri stocks that can return upto 70% in a year",-1,1
"To that end, stocks that would benefit from more robust economic growth, like banks and .  The equipment rental company United Rentals ended up 17 percent. Why Stock Markets, Initially Shaken, Went Up After Trump's Victory",1,1
"Saudi Arabia's stock market will open up to foreign investors for the first time, the .  The move is part of wider government efforts to diversify the Saudi economy . Saudi Arabian stock market to open to foreign investors",1,1
"An embargo is a complete or partial block of trade and business activities .  will use embargoes to effect complete economic isolation on another nations. Today . How Embargoes Affect International Business (XOM, BP)",-1,-1
But that doesn't mean a Trump presidency will be good for the economy. .  Buying stock in a company entitles the owner to a percentage of present and future . Why Surging Stocks May Not Mean the Economy Trusts Trump,-1,-1
China has been a major contributor to economic growth and low global inflation for more .  European stock markets suffered their worst days trading since 2011. China's 'Black Monday' sends markets reeling across the globe - as it .,-1,-1
"If you've noticed the steep upward trajectory of the stock market over the past few .  “The health of the financial system might matter less for the real economy .  for getting money into productive businesses, but for getting money out of them."". Why companies are rewarding shareholders instead of investing in the .",1,1
"The year 1992 will go down in the history of India as the year of the stock market scam. Harshad Mehta, a broker known for his rags-to-riches story and a poster . Economic Milestone: Stock Market Scam (1992)",-1,-1
China's rollercoaster stock market has provoked panic in recent weeks: panic on the .  halted trading in their stocks to prevent the value of their businesses falling further. .  Former BBC correspondent Linda Yueh is a Fellow in Economics at St . What does China's stock market crash tell us?,-1,-1
"Japan's stock markets were rattled after a trading error caused more than $600bn .  ""A member company traded 42 issues at the off-exchange transaction at 09:25 on .  a trade, was for an order worth more than the size of Sweden's economy. Japan stocks rattled by $617bn 'fat finger' trading error",-1,-1
"A slump in Chinese shares has prompted stock markets across Asia, Europe and .  The wider story is that China's economic growth is slowing and there are .  A more disruptive slowdown would mean many business failures and job losses. China share turmoil: How it affects the rest of the world",-1,-1
"SAN FRANCISCO — As the United States economy muddled along over the last few .  P/E, as stock analysts call it, is a measurement of a company's stock price . Tech Stocks Have Fallen Faster and Further Than Broader Market",-1,-1
"The recent economic picture in Canada can hardly be called rosy. The country lost more than 31,000 jobs last month, our trade deficit is at a record high, the . Why Canadian stocks are doing so well when the economic data has .",-1,-1
"By the mid-1990s, the economy was starting to boom again, too. How could it .  He even gave the company his initials, DJT, as its stock ticker symbol. Its debts . Opinion: Donald Trump was a stock market disaster",1,-1
"A shortage of rainfall has forced people to pay more for onions once again this year. Consumers aren't the only ones affected – farmers are getting a pittance for . Onion farmers, consumers suffer as traders sit on stocks",-1,-1
Global stocks fell on Thursday as investors worried about the health of the global economy given the Federal Reserve's cautious stance about raising its interest . Global stocks slide amid concerns about world economy,-1,-1
"Monetary policy refers to the strategies employed by a nation's central bank with regard to the amount of money circulating in the economy, and what that money . How Monetary Policy Affects Your Investments",-1,-1
"According to Reliance Capital Markets, a Chicago-based company that sells .  that could be a sell signal, and a manager might start putting shorts on stocks. The assets that do best in a market downturn",-1,1
"WASHINGTON, D.C. -- Half of Americans say investing $1,000 in the stock market .  Despite economic booms and busts, however, a majority of Americans have . Despite High Stock Prices, Half in US Wary of Investing",-1,-1
While Australian equities markets represent a chunk of the Australian economy – Australian companies with Australian business employing Australians – the . Here's How The Overseas Markets Affect Australian Stocks,-1,-1
"Industrial stocks: A big bet on economic growth .  ""When they can start moving more product, the overall cost of the business decreases, and that increases . Industrial stocks: A big bet on economic growth",1,1
HONG KONG — The veracity of China's economic data has been increasingly .  China's shrinking manufacturing sector and falling stock market have unnerved . Inquiry in China Adds to Doubt Over Reliability of Its Economic Data,-1,-1
"By Jamie Robertson Business reporter, BBC News .  it was extraordinary,"" says Mr Haynes who used to work on the floor of the London Stock Exchange, and is . How the Big Bang changed the City of London for ever",1,1
"Buffett on stocks: 'Look at them as a business' .  ""The economy, since the fall of 2009, has been increasing at a pretty steady rate,"" Buffett said. ""People have . Buffett on stocks: 'Look at them as a business'",1,1
"To be specific, the business model of N&C is based on unsound economics, as I pointed back in the glory days the two companies launched their IPO. What Crushed Noodles & Company's And Shake Shack's Stocks",-1,-1
"Nobody knew, as the stock market imploded in October 1929, that years of .  that would only come with an upturn in the business cycle at the end of the year. These Were the 6 Major American Economic Crises of the Last Century",-1,-1
"This is the first time in the history of mankind that we are setting ourselves the task of intentionally, within a defined period of time, to change the economic . Another Climate Alarmist Admits Real Motive Behind Warming Scare",-1,-1
